Merchant ID,Merchant Name,Tentative AOV,Currency,Sample Product Count,Method,Source File,Source Date
398843,Bassbloom,50.66,,5,five_product_average,YP Top Amazon Offers (7-6) .xlsx,2026-07-06
399032,WYBOT,359.99,,5,five_product_average,YP Top Amazon Offers (7-6) .xlsx,2026-07-06
362152,Wolf Tactical USA,54.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362253,Micro Ingredients,34.98,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362257,"Aloderma Skin Care, AloeCure Aloe Juice & Capsules",13.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362349,SUNUV,33.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362355,Stokke,245.67,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362385,LAFCO,46.67,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362429,PLAUD AI DE,176.27,EUR,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362493,DR Vitamin Solutions,30.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362734,Legend Flame,336,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362764,hand2mind,112.82,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362770,FLYBIRD,196.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362838,Big Horn Outdoors®,209.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362843,WOLFBOX,163.32,EUR,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362880,Mr. Pen,6.61,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362929,Auraglow,36.67,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362973,PLAUD AI FR,169.9,EUR,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363068,WOLFBOX,102.99,GBP,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363078,Bushbalm Skincare,44.37,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363098,Cliganic,47.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363127,PLAUD AI UK,149,GBP,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363145,FXswede,35.46,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363155,Hoffree,166.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363285,First Day,71.93,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363334,Zazzee,25.97,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363445,Evolution Outdoor,91.4,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
363473,Serenity Kids,68.57,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
364545,CoquusAid,66.31,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
365036,FIFINE,26.11,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
365059,FOUR UNCLES,38.07,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
365227,GAMMA+,24.28,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
365644,Hiker Hunger Outfitters,51.63,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
365962,KPKitchen,30.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
366689,Nadex,11.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
366757,NoCry,16.95,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
367099,Pete's Pasta,29.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
368258,Trideer,27.38,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
368628,Wise Owl Outfitters,39.93,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
368764,ZAFRO,247.37,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
368867,bmanl,39.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
369012,oneisall,58.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
369100,v AV Access,121.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
369276,Queen of Thrones,27.14,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380534,MyHalos,16.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380545,PurSteam,89.97,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380550,Apolosign,303.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380639,Bedsure,38.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380753,Lucyd,55.44,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380766,Liwunon-US Top Seller,163.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380814,Bits And Pieces USA,78.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
380975,A&D Medical,94.32,CAD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
381593,GeerDuo Pet,26.69,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
381680,Aerotrunk,41.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
381836,AUTEL,402.33,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
382140,Colugo,113.07,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
382345,Electactic,197.04,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
382495,Frieling,229.95,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
383064,Liene,188.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
383184,MAONO,76.57,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
383389,Night Cat,125.58,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
383459,Omezizy,73.73,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
383493,OUNUO,79.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
383817,R.W.FLAME,173.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
383938,SK-II,174.34,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384080,SURI: Sustainable Rituals,95.2,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384099,SYOKAMI,60.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384493,YOLEO,113.46,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384580,Step2Health,192.33,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384586,Best Choice Products,73.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384627,OutIn,149.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384647,EVIQO TECHNOLOGIES,439.33,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384748,TUMBLER,149,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384761,HCALORY,173.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384762,GOCHIFIX,72.26,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384763,NEEDONE,144.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384771,BlitzRock,306.2,CAD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384772,LUSIMO,43.65,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384776,HOMMPA,140.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384796,Nuxe,33.5,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384810,Laifen-FR,63.32,EUR,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
384964,ZAFRO,163.2,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
385006,A Bar Above,25.67,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
385137,Hongnacom,121.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
385142,Wempumse,37.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
385144,Yanmjunm,24.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
385146,Fadiediy,116.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
385427,Cozy-Fit,27.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
387792,RENPHO WELLNESS,56.98,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
387793,RENPHO Group,123.46,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
387977,Clean-eez Cleaning Products,30.28,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
388465,WFT-Waterdrop,81.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
389025,FLEXISPOT GmbH,182.66,EUR,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
389040,DJI FR,223.83,EUR,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
398681,Gyroor,381,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
398745,Hisense,931.99,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
398834,Saris,156.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
398836,Hairitage,9.25,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
398843,Bassbloom,50.66,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
398946,Wenoker,333.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
399032,WYBOT,398.32,USD,5,five_product_average,YP Amazon Offers (7-9)  .xlsx,2026-07-09
362543,3W,119.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362734,Legend Flame,297.33,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362764,hand2mind,121.65,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362770,FLYBIRD,184.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362825,Tagry,89.74,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362838,Big Horn Outdoors®,224.42,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362843,WOLFBOX,144.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362947,BOB AND BRAD US,89.97,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362967,Sandhu's,59.64,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
363262,PROSPEK,36.62,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
363401,KAHI OFFICIAL,60.11,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
364159,Bluewood,213.323333,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
364813,Dupray,442.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
367958,Sunnydaze,106.63,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
368315,ULTRALOQ,123.32,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
368772,ZEROXCLUB,149.32,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
380550,Apolosign,146.66,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
380889,Flight Knight,93.32,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
381674,AEEZO,54.323333,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
382345,Electactic,151.26,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
382403,Evermyth,69.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
382765,HUANUO,151.07,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
382783,Hyperice,233.53,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
383184,MAONO,72,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
383491,Ottocast,50.2,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
383817,R.W.FLAME,156.66,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
384296,URAO,75.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
384700,HUANUO,143.32,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
384721,Gleeso,89.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
384729,Linkdaze,106.656667,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
384733,MUISOO,89.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
384748,TUMBLER,201,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
385496,SHINE-UP,191.32,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
387792,RENPHO WELLNESS,56.98,USD,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
387793,RENPHO Group,123.46,USD,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
388534,Rockbros,26.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
389038,DJI DE,279.22,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
389039,DJI UK,302.1,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
389040,DJI FR,336.77,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
399096,Chebio,109.99,,5,five_product_average,YP Amazon Offers (7-16) .xlsx,2026-07-16
362158,Winix,179.89,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362247,Physician's Choice,34.62125,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362382,Mamma Mia Covers,111.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362418,Beauty In Focus,103.69,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362477,RingConn Official Store,200.028947,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362488,SIHOO,217.878333,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362570,Spreetail,317.789,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362737,Aeocky Direct,237.49,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362825,Tagry,89.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362838,Big Horn Outdoors®,174.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362847,Innova,269,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
362924,PetCove Shop,101.24,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363127,PLAUD AI UK,153.075,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363140,Lifepro Fitness LLC,219.093333,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363152,Valerion,2132.33,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363209,BOB Gear,581.876667,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363228,REDTIGER,135.080909,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363260,Max & Lily Kid's Furniture,332.077059,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363327,Seed Health Inc,62.934259,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363328,VEAGASO,139.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363333,Friendship Lamps powered by Filimin,168.05,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363473,Serenity Kids,109.95,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363486,PuroAir,141.143846,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363524,Waterdrop,154.534,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363605,AIPER,443.323333,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
363615,ALL4JIG,109.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
364159,Bluewood,213.323333,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
364682,Dalstrong,179,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
365057,FORM,239.95,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
367217,PuroAir,159.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
367929,StyleCraft,179.95,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
368498,Vivtone,254.016,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
369033,qimedo,149.97,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
369100,v AV Access,187.530909,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
369328,Clarifion,110.17,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
369405,Timekettle,216.45,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
378620,JasionBike,682.906667,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
380616,Afina,129,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
380760,Momcozy Store 1,82.731481,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
380767,Typhur US,138.964545,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
380843,CHEF iQ,137.46,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
380911,The California Beach Co.,134.98,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
380959,Chefman,111.351579,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381018,Babysense UK,108.182222,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381371,Liforme,124.966667,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381558,Babysense FR,124.145,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381624,PETRA TOOLS,149.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381674,AEEZO,54.323333,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381677,AEOCKY,249.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381721,Alpcour,189.95,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
381969,Bonafide,106.16,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
382140,Colugo,209.3,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
382403,Evermyth,69.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
382417,EyeVac,235.998,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
382495,Frieling,256.08,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
382616,G-Promise,104.21,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
382846,iRESTORE,898.430833,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
383491,Ottocast,50.2,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
383566,Petorldog,149.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
383817,R.W.FLAME,189.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
383836,Saker,109.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
383962,Snoozer,156.15,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384080,SURI: Sustainable Rituals,134.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384296,URAO,75.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384570,Strider,189.433333,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384580,Step2Health,155.2,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384668,Birdfy,121.581765,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384705,Blueair,101.466176,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384721,Gleeso,89.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384729,Linkdaze,106.656667,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384733,MUISOO,89.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
384748,TUMBLER,129,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
385276,Sun Ninja,169.95,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
385304,AXIL,119.99,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
385463,ANTHBOT FR,848.666667,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
385602,Beatbot Amazon,731.699667,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
386612,ZOSI,115.39,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
387267,Roborock Amazon US,412.412692,,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
387792,RENPHO WELLNESS,56.98,USD,5,five_product_average,YP Amazon Offers (7-203 .xlsx,2026-07-20
